,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
365,103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,6.396929655216146,1.3862943611198906,2.302585092994046,2018-05-19,0.08617769624105233,3.367295829986474,7.745966692414834
368,105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,4.61512051684126,3.4339872044851463,2.772588722239781,2019-01-05,0.14842000511827327,1.791759469228055,16.792855623746664
401,128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,4.812184355372417,0.6931471805599453,4.762173934797756,2019-06-13,0.7793248768009976,1.791759469228055,16.46207763315433
439,152259,City Room - Semi Private Bedroom,256161,Wayne,Manhattan,Harlem,40.81156,-73.94571,Private room,4.02535169073515,1.3862943611198906,4.787491742782046,2019-05-28,0.7975071958841881,1.791759469228055,18.24828759089466
476,167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,Brooklyn,Park Slope,40.6788,-73.97643,Private room,4.110873864173311,0.6931471805599453,3.044522437723423,2018-08-24,0.1906203596086497,1.9459101490553132,16.06237840420901
496,174966,Luxury 2Bed/2.5Bath Central Park View,836168,Henry,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,7.601402334583733,3.4339872044851463,3.4339872044851463,2018-05-05,0.2851789422336624,2.4849066497880004,0.0
505,180507,Ultra Modern NYC Garden Apartment,864735,Jason,Queens,Astoria,40.75744,-73.92163,Entire home/apt,4.68213122712422,3.4339872044851463,3.091042453358316,2018-12-01,0.1988508587451652,2.1972245773362196,14.142135623730951
506,180792,Modern Garden Apartment in NYC,864735,Jason,Queens,Astoria,40.75695,-73.9202,Entire home/apt,4.564348191467836,3.4339872044851463,3.2188758248682006,2019-04-04,0.23111172096338664,2.1972245773362196,16.46207763315433
550,204065,St. James Pl Garden Studio 1block to PRATT &Gtrain,51038,Erica,Brooklyn,Clinton Hill,40.68634,-73.96161,Entire home/apt,5.517452896464707,1.0986122886681098,4.07753744390572,2019-06-04,0.4762341789963716,1.9459101490553132,14.106735979665885
573,215784,Modern Unique Studio in NYC,864735,Jason,Queens,Long Island City,40.75627,-73.9211,Entire home/apt,4.564348191467836,3.4339872044851463,3.2188758248682006,2019-03-31,0.22314355131420976,2.1972245773362196,18.920887928424502
588,222054,CBG Helps Haiti Rm #3,22486,Lisel,Brooklyn,Park Slope,40.68012,-73.97847,Private room,4.795790545596741,1.0986122886681098,3.1780538303479458,2018-09-15,0.2151113796169455,1.9459101490553132,18.49324200890693
597,225926,The Notorious B.N.B. { The Erhart },1177497,Jessica,Brooklyn,Clinton Hill,40.68999,-73.96711,Private room,5.480638923341991,0.6931471805599453,5.10594547390058,2019-07-01,1.0043016091968684,2.4849066497880004,18.867962264113206
637,241140,The Notorious B.N.B. { The Wallace },1177497,Jessica,Brooklyn,Clinton Hill,40.68975,-73.96703,Private room,6.0844994130751715,0.6931471805599453,3.784189633918261,2019-04-14,0.3784364357202451,2.4849066497880004,19.05255888325765
640,242532,The Notorious B.N.B. { The Swoon },1177497,Jessica,Brooklyn,Clinton Hill,40.6893,-73.96602,Private room,5.634789603169249,0.6931471805599453,4.795790545596741,2019-06-19,0.8241754429663494,2.4849066497880004,19.026297590440446
652,248865,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73787,-73.95385,Entire home/apt,5.298317366548036,1.3862943611198906,3.5553480614894135,2019-04-22,0.31481073984003355,3.367295829986474,7.745966692414834
668,253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95284,Entire home/apt,5.298317366548036,1.3862943611198906,3.5263605246161616,2019-06-24,0.3852624007906449,3.367295829986474,7.745966692414834
669,253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73641,-73.9533,Entire home/apt,5.298317366548036,1.3862943611198906,3.2188758248682006,2018-11-06,0.2776317365982795,3.367295829986474,9.16515138991168
670,253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73794,-73.95254,Entire home/apt,5.298317366548036,1.3862943611198906,4.0943445622221,2019-06-24,0.5068176023684519,3.367295829986474,7.745966692414834
674,253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7373,-73.95323,Entire home/apt,5.298317366548036,1.3862943611198906,3.2188758248682006,2019-04-25,0.23111172096338664,3.367295829986474,7.745966692414834
675,253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73708,-73.95271,Entire home/apt,5.298317366548036,1.3862943611198906,3.1780538303479458,2019-06-22,0.23111172096338664,3.367295829986474,7.745966692414834
676,253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73652,-73.95236,Entire home/apt,5.298317366548036,1.3862943611198906,3.784189633918261,2019-07-02,0.3852624007906449,3.367295829986474,7.745966692414834
677,253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95316,Entire home/apt,5.298317366548036,1.3862943611198906,3.4339872044851463,2019-07-03,0.2776317365982795,3.367295829986474,7.483314773547883
678,253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73784,-73.95324,Entire home/apt,5.298317366548036,1.3862943611198906,3.6888794541139363,2019-06-29,0.36464311358790924,3.367295829986474,9.16515138991168
679,253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73674,-73.95247,Private room,5.857933154483459,1.3862943611198906,2.1972245773362196,2018-07-26,0.08617769624105233,3.367295829986474,7.615773105863909
680,253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73783,-73.95259,Private room,5.521460917862246,1.3862943611198906,1.3862943611198906,2015-11-03,0.0295588022415444,3.367295829986474,7.745966692414834
681,253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73714,-73.95296,Private room,5.703782474656201,1.3862943611198906,1.9459101490553132,2018-04-19,0.09531017980432487,3.367295829986474,7.745966692414834
682,253846,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73731,-73.9545,Private room,5.19295685089021,1.3862943611198906,1.6094379124341003,2015-12-04,0.04879016416943201,3.367295829986474,9.0
684,254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73793,-73.95316,Private room,6.396929655216146,1.3862943611198906,2.0794415416798357,2018-11-16,0.07696104113612832,3.367295829986474,7.745966692414834
729,266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,4.700480365792417,3.4339872044851463,3.6109179126442243,2019-03-19,0.3293037471426004,1.791759469228055,16.911534525287763
730,266155,One bed suite with private garden,1385157,Brian,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,5.123963979403259,3.4339872044851463,2.833213344056216,2019-03-31,0.15700374880966475,1.791759469228055,15.874507866387544
827,294227,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73683,-73.9543,Entire home/apt,5.298317366548036,1.3862943611198906,3.784189633918261,2019-06-22,0.3987761199573678,3.367295829986474,9.16515138991168
829,294242,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7389,-73.95395,Entire home/apt,5.298317366548036,1.3862943611198906,4.330733340286331,2019-06-05,0.6575200029167942,3.367295829986474,9.16515138991168
831,294259,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73806,-73.95462,Entire home/apt,5.298317366548036,1.3862943611198906,4.30406509320417,2019-06-30,0.6097655716208943,3.367295829986474,7.483314773547883
832,294263,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73661,-73.95479,Entire home/apt,5.298317366548036,1.3862943611198906,4.499809670330265,2019-07-01,0.7227059828014898,3.367295829986474,7.874007874011811
833,294280,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95435,Entire home/apt,5.298317366548036,1.3862943611198906,3.1780538303479458,2019-04-23,0.23111172096338664,3.367295829986474,9.0
835,294353,Williamsburg HUGE SUNNY next2train!,430188,Pam,Brooklyn,Williamsburg,40.70686,-73.95365,Private room,4.912654885736052,3.367295829986474,4.442651256490317,2019-02-16,0.7514160886839212,1.9459101490553132,17.60681686165901
836,294490,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73857,-73.95299,Entire home/apt,5.298317366548036,1.3862943611198906,4.007333185232471,2019-06-10,0.4762341789963716,3.367295829986474,7.745966692414834
870,310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,4.700480365792417,3.4339872044851463,2.9444389791664403,2019-06-07,0.18232155679395465,1.791759469228055,16.881943016134134
875,313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,4.605170185988092,3.4339872044851463,2.6390573296152584,2019-04-23,0.29266961396282004,2.302585092994046,17.0
899,326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68625,-73.96446,Private room,5.198497031265826,1.3862943611198906,2.772588722239781,2019-04-22,0.16551443847757338,1.9459101490553132,16.30950643030009
936,352864,Cute Private room in Upper East Side #14,1786901,Shai,Manhattan,Upper East Side,40.78164,-73.94717,Private room,4.110873864173311,1.3862943611198906,1.791759469228055,2019-06-29,0.9042181506398859,2.302585092994046,0.0
1005,407469,BROWNSTONE TWO IN BROOKLYN in NYC,2015914,Majar,Brooklyn,Bushwick,40.68979,-73.91661,Private room,4.330733340286331,1.3862943611198906,4.727387818712341,2019-05-26,0.8241754429663494,2.1972245773362196,18.16590212458495
1121,476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72893,-73.98278,Entire home/apt,4.499809670330265,3.4339872044851463,4.060443010546419,2019-05-05,0.5128236264286637,1.9459101490553132,0.0
1122,476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.73009,-73.9827,Entire home/apt,4.499809670330265,3.4339872044851463,4.2626798770413155,2019-03-09,0.6043159668533296,1.9459101490553132,2.0
1123,476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,4.605170185988092,3.4339872044851463,4.143134726391533,2019-01-10,0.5538851132264376,1.9459101490553132,2.8284271247461903
1136,482365,GREAT BRAND NEW 1 BED APT*TIMES SQ,914838,Lior,Manhattan,Hell's Kitchen,40.75636,-73.9939,Entire home/apt,4.394449154672439,3.4339872044851463,3.4965075614664802,2017-01-31,0.31481073984003355,2.0794415416798357,19.1049731745428
1176,502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,40.65524,-73.95646,Private room,3.8501476017100584,0.6931471805599453,5.220355825078324,2019-06-10,1.144222799920162,1.791759469228055,19.026297590440446
1191,506527,Modern Sunny 2 Bedroom Apartment,864735,Jason,Queens,Astoria,40.75782,-73.92129,Entire home/apt,4.68213122712422,3.4339872044851463,3.2188758248682006,2019-04-30,0.25464221837358075,2.1972245773362196,16.186414056238647
1249,533506,2RW - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72829,-73.98156,Entire home/apt,4.605170185988092,3.4339872044851463,4.204692619390966,2019-07-03,0.5709795465857378,1.9459101490553132,0.0
1263,542054,3RW - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72855,-73.98265,Entire home/apt,4.48863636973214,3.4339872044851463,4.110873864173311,2019-06-09,0.5423242908253617,1.9459101490553132,0.0
1311,573671,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68586,-73.9501,Private room,4.110873864173311,3.4339872044851463,3.7376696182833684,2019-02-23,0.5007752879124893,2.1972245773362196,15.652475842498529
1313,573870,Central Park West/ 80s One bedroom!,1385157,Brian,Manhattan,Upper West Side,40.78292,-73.97438,Entire home/apt,4.795790545596741,3.4339872044851463,2.9444389791664403,2019-05-27,0.1988508587451652,1.791759469228055,18.35755975068582
1386,613556,"2 BED TriBeCa, Beautiful-Renovated!",1475015,Mike,Manhattan,Tribeca,40.71655,-74.01171,Entire home/apt,4.875197323201151,3.4339872044851463,1.0986122886681098,2015-10-31,0.0295588022415444,3.970291913552122,10.770329614269007
1414,634353,Luxury 1Bed with Central Park Views,836168,Henry,Manhattan,Upper West Side,40.77428,-73.98594,Entire home/apt,6.90875477931522,3.4339872044851463,3.8066624897703196,2015-09-28,0.4252677354043441,2.4849066497880004,19.078784028338912
1454,652371,ELEGANT MIDTOWN EAST STUDIO E.52 ST,1475015,Mike,Manhattan,Midtown,40.75743,-73.96939,Entire home/apt,4.51085950651685,3.4339872044851463,1.3862943611198906,2016-12-31,0.04879016416943201,3.970291913552122,18.920887928424502
1455,652466,32nd St & Lexington Ave / Doorman Beautiful Studio,1475015,Mike,Manhattan,Kips Bay,40.7419,-73.9816,Entire home/apt,4.61512051684126,3.4339872044851463,1.0986122886681098,2018-06-30,0.039220713153281295,3.970291913552122,18.49324200890693
1456,652515,COLUMBUS CIRCLE~FULLY FURNISHED!!!,1475015,Mike,Manhattan,Hell's Kitchen,40.76758,-73.98722,Entire home/apt,4.454347296253507,3.4339872044851463,1.0986122886681098,2016-08-15,0.039220713153281295,3.970291913552122,14.933184523068078
1457,652648,GRAMERCY PARK~FURNISHED E.20's ST P,1475015,Mike,Manhattan,Kips Bay,40.74189,-73.97833,Entire home/apt,4.477336814478207,3.4339872044851463,1.3862943611198906,2018-08-15,0.04879016416943201,3.970291913552122,19.05255888325765
1458,652691,COLUMBUS CIRCLE~100% FURNISHED W.58,1475015,Mike,Manhattan,Upper West Side,40.76934,-73.98464,Entire home/apt,4.564348191467836,3.4339872044851463,0.6931471805599453,2012-11-01,0.009950330853168083,3.970291913552122,19.1049731745428
1480,664047,Lux 2Bed/2.5Bath Central Park Views,836168,Henry,Manhattan,Upper West Side,40.77516,-73.98573,Entire home/apt,7.601402334583733,3.4339872044851463,4.0943445622221,2016-01-28,0.5364933705145685,2.4849066497880004,19.078784028338912
1514,684808,Gorgeous NY Studio in Midtown East,3491890,George Steven,Manhattan,Murray Hill,40.74888,-73.97828,Entire home/apt,4.867534450455582,3.4339872044851463,3.784189633918261,2019-07-04,0.5128236264286637,1.9459101490553132,16.0
1515,684991,Terrific NY Studio in Midtown East,3491890,George Steven,Manhattan,Murray Hill,40.74851,-73.97796,Entire home/apt,4.90527477843843,3.4339872044851463,2.302585092994046,2018-11-04,0.10436001532424277,1.9459101490553132,17.69180601295413
1599,727512,Duplex Loft Suite w/ Patio @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73867,-73.95448,Entire home/apt,5.298317366548036,1.3862943611198906,3.9318256327243257,2019-07-02,0.5128236264286637,3.367295829986474,6.855654600401044
1600,727547,Duplex w/ Patio @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73844,-73.95456,Entire home/apt,5.298317366548036,1.3862943611198906,4.762173934797756,2019-06-28,0.9400072584914712,3.367295829986474,6.0
1606,728764,AMAZING COLUMBUS CIRCLE LOCATION :),1475015,Mike,Manhattan,Hell's Kitchen,40.76761,-73.98619,Entire home/apt,4.61512051684126,3.4339872044851463,1.3862943611198906,2018-11-01,0.11332868530700317,3.970291913552122,19.1049731745428
1622,739239,Luxury Furnished 1 BR Apartment Near Central Park,15145088,Izi,Manhattan,Upper West Side,40.78674,-73.97243,Entire home/apt,5.147494476813453,3.4339872044851463,1.6094379124341003,2018-08-02,0.058268908123975775,2.1972245773362196,18.601075237738275
1623,739242,1 BR Modern Luxury Apart w W/D Steps From Park,15145088,Izi,Manhattan,Upper West Side,40.78747,-73.97238,Entire home/apt,5.225746673713202,3.4339872044851463,2.1972245773362196,2018-10-15,0.09531017980432487,2.1972245773362196,18.601075237738275
1626,740947,BEST KIPS BAY LOCATION. HUGE 1BD,1475015,Mike,Manhattan,Kips Bay,40.74231,-73.97839,Entire home/apt,4.795790545596741,3.4339872044851463,1.3862943611198906,2015-08-02,0.04879016416943201,3.970291913552122,19.1049731745428
1665,754353,Location Moreno,3250450,Petya,Queens,Long Island City,40.75754,-73.93004,Private room,3.6888794541139363,3.4339872044851463,2.6390573296152584,2015-12-13,0.14842000511827327,2.9444389791664403,18.973665961010276
1693,767562,Beautiful communal house Bushwick,1949282,Kyla,Brooklyn,Bushwick,40.69254,-73.91092,Private room,3.828641396489095,1.0986122886681098,4.356708826689592,2019-06-02,0.6678293725756554,1.791759469228055,12.922847983320086
1727,783202,"Charming Apt off Bleecker, First Fl",4129805,Evelyn,Manhattan,West Village,40.73164,-74.00327,Entire home/apt,5.25227342804663,1.0986122886681098,5.225746673713202,2019-06-24,1.1939224684724346,1.791759469228055,0.0
1733,784170,"HUGE, SUNNY ROOM, BLOCK 4RM TRAIN!",430188,Pam,Brooklyn,Williamsburg,40.70719,-73.95228,Private room,4.61512051684126,3.044522437723423,0.6931471805599453,2014-06-10,0.019802627296179712,1.9459101490553132,14.628738838327793
1737,786053,"Sunny Rm #2, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,40.65545,-73.95781,Private room,3.828641396489095,0.6931471805599453,5.1298987149230735,2019-06-01,1.1939224684724346,1.791759469228055,18.947295321496416
1776,799484,E'33-EMPIRE STATE -PERFECT SPAC,1475015,Mike,Manhattan,Kips Bay,40.7449,-73.97656,Entire home/apt,4.762173934797756,3.4339872044851463,1.791759469228055,2019-03-11,0.08617769624105233,3.970291913552122,17.635192088548397
1780,799945,"Very Small Room, Old Historic Brooklyn Townhouse",149929,Obed,Brooklyn,Fort Greene,40.68537,-73.97713,Private room,3.713572066704308,2.1972245773362196,3.4965075614664802,2019-06-29,0.33647223662121295,1.791759469228055,16.852299546352718
1783,801626,CBG HelpsHaiti #5 Suite,22486,Lisel,Brooklyn,Park Slope,40.68015,-73.978,Private room,4.7535901911063645,1.0986122886681098,3.258096538021482,2019-05-26,0.3074846997479606,1.9459101490553132,9.433981132056603
1803,808705,ONE BED/ LUXURY @ COLUMBUS CIRCLE!,3038687,Karen,Manhattan,Hell's Kitchen,40.76704,-73.98345,Entire home/apt,4.941642422609304,3.828641396489095,2.833213344056216,2017-11-20,0.1906203596086497,2.1972245773362196,0.0
1817,813225,"Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",149929,Obed,Brooklyn,Fort Greene,40.68871,-73.97181,Private room,4.23410650459726,2.1972245773362196,3.6375861597263857,2019-07-02,0.4054651081081644,1.791759469228055,16.73320053068151
1906,843003,Modern Two-Bedroom Balcony Apartment,864735,Jason,Queens,Astoria,40.75665,-73.92015,Entire home/apt,4.68213122712422,3.4339872044851463,2.772588722239781,2019-04-30,0.173953307123438,2.1972245773362196,16.3707055437449
1918,846470,"COZY SUNNY ROOM, BLOCK 4RM TRAIN :)",430188,Pam,Brooklyn,Williamsburg,40.70694,-73.95307,Private room,4.330733340286331,2.9444389791664403,1.791759469228055,2019-05-11,0.058268908123975775,1.9459101490553132,10.583005244258363
1962,857696,PRIVATE LARGE-MODERN-CLEAN master bedroom,2559004,Sergio,Manhattan,East Harlem,40.80215,-73.93889,Private room,3.9512437185814275,0.6931471805599453,1.6094379124341003,2019-06-26,0.09531017980432487,1.791759469228055,0.0
2069,927408,"Large Cozy Room #1, Landmark Home 1 block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68618,-73.96603,Private room,4.59511985013459,1.0986122886681098,3.6635616461296463,2019-02-16,0.4054651081081644,1.9459101490553132,12.569805089976535
2152,993514,Luxury Furnished 1 BR UWS Apt w W/D & Deck,15145088,Izi,Manhattan,Upper West Side,40.78729,-73.97439,Entire home/apt,5.2574953720277815,3.4339872044851463,2.1972245773362196,2019-06-03,0.10436001532424277,2.1972245773362196,18.601075237738275
2153,993575,1 BR Large Luxury Furnished Apartment UWS,15145088,Izi,Manhattan,Upper West Side,40.7852,-73.9746,Entire home/apt,5.236441962829949,3.4339872044851463,2.6390573296152584,2019-06-15,0.18232155679395465,2.1972245773362196,18.601075237738275
